Date,Price,Open,High,Low,Vol.,Change %,CPIAUCSL
2012-08-03,"1,609.30","1,592.30","1,609.90","1,588.50",126.86K,1.17%,229.918
2012-08-02,"1,590.70","1,602.80","1,618.80","1,586.30",158.56K,-1.03%,229.918
2012-08-01,"1,607.30","1,617.50","1,621.80","1,595.00",156.11K,-0.45%,229.918
2012-07-31,"1,614.60","1,625.60","1,631.60","1,614.20",124.77K,-0.58%,228.59
2012-07-30,"1,624.00","1,627.50","1,630.00","1,617.60",111.65K,0.37%,228.59
2012-07-27,"1,618.00","1,614.60","1,628.60","1,610.70",197.98K,0.18%,228.59
2012-07-26,"1,615.10","1,604.50","1,621.50","1,600.20",188.62K,0.44%,228.59
2012-07-25,"1,608.10","1,580.20","1,610.00","1,577.90",212.74K,2.02%,228.59
2012-07-24,"1,576.20","1,575.90","1,584.00","1,567.80",158.54K,-0.08%,228.59
2012-07-23,"1,577.40","1,581.60","1,582.40","1,562.00",141.48K,-0.34%,228.59
2012-07-20,"1,582.80","1,581.00","1,586.70","1,572.60",122.59K,0.15%,228.59
2012-07-19,"1,580.40","1,573.00","1,591.50","1,572.10",134.87K,0.61%,228.59
2012-07-18,"1,570.80","1,583.00","1,585.70","1,567.20",133.07K,-1.18%,228.59
2012-07-17,"1,589.50","1,588.60","1,598.80","1,571.00",141.89K,-0.13%,228.59
2012-07-16,"1,591.60","1,591.50","1,594.60","1,577.20",101.75K,-0.03%,228.59
2012-07-13,"1,592.00","1,571.20","1,596.50","1,565.60",129.99K,1.71%,228.59
2012-07-12,"1,565.30","1,576.30","1,577.90","1,554.40",171.19K,-0.66%,228.59
2012-07-11,"1,575.70","1,565.80","1,583.40","1,565.50",140.49K,-0.26%,228.59
2012-07-10,"1,579.80","1,589.10","1,602.00","1,564.40",151.16K,-0.59%,228.59
2012-07-09,"1,589.10","1,582.40","1,593.10","1,576.00",98.07K,0.65%,228.59
2012-07-06,"1,578.90","1,605.20","1,610.60","1,576.40",161.74K,-1.90%,228.59
2012-07-04,"1,609.40","1,617.60","1,624.50","1,597.50",172.55K,-0.76%,228.59
2012-07-03,"1,621.80","1,597.50","1,625.70","1,595.30",112.15K,1.51%,228.59
2012-07-02,"1,597.70","1,599.60","1,603.60","1,587.40",98.94K,-0.41%,228.59
2012-06-29,"1,604.20","1,551.80","1,607.80","1,551.30",190.84K,3.47%,228.524
2012-06-28,"1,550.40","1,574.60","1,579.60","1,547.60",139.96K,-1.77%,228.524
2012-06-27,"1,578.40","1,572.60","1,584.60","1,563.10",115.53K,0.22%,228.524
2012-06-26,"1,574.90","1,588.40","1,588.40","1,568.20",103.44K,-0.85%,228.524
2012-06-25,"1,588.40","1,572.60","1,589.00","1,566.90",114.46K,1.37%,228.524
2012-06-22,"1,566.90","1,565.70","1,574.10","1,558.60",120.47K,0.09%,228.524
2012-06-21,"1,565.50","1,607.70","1,608.20","1,564.80",214.30K,-3.11%,228.524
2012-06-20,"1,615.80","1,619.30","1,623.60","1,590.50",210.74K,-0.46%,228.524
2012-06-19,"1,623.20","1,627.30","1,634.30","1,618.10",124.75K,-0.23%,228.524
2012-06-18,"1,627.00","1,630.00","1,631.30","1,606.90",120.68K,-0.07%,228.524
2012-06-15,"1,628.10","1,624.00","1,635.40","1,620.40",130.14K,0.52%,228.524
2012-06-14,"1,619.60","1,619.00","1,629.00","1,610.40",153.14K,0.01%,228.524
2012-06-13,"1,619.40","1,611.10","1,626.00","1,607.00",128.38K,0.35%,228.524
2012-06-12,"1,613.80","1,597.60","1,618.90","1,586.40",149.67K,1.06%,228.524
2012-06-11,"1,596.80","1,602.80","1,609.30","1,582.70",116.64K,0.34%,228.524
2012-06-08,"1,591.40","1,590.30","1,596.30","1,556.40",158.61K,0.21%,228.524
2012-06-07,"1,588.00","1,621.40","1,630.70","1,579.40",254.78K,-2.83%,228.524
2012-06-06,"1,634.20","1,618.50","1,642.40","1,614.40",184.61K,1.07%,228.524
2012-06-05,"1,616.90","1,619.90","1,624.80","1,612.50",96.22K,0.19%,228.524
2012-06-04,"1,613.90","1,626.80","1,629.70","1,610.00",135.24K,-0.51%,228.524
2012-06-01,"1,622.10","1,561.80","1,632.00","1,545.50",307.04K,3.70%,228.524
2012-05-31,"1,564.20","1,564.10","1,574.60","1,553.00",177.33K,-0.10%,228.713
2012-05-30,"1,565.70","1,555.80","1,571.00","1,532.10",273.70K,1.10%,228.713
2012-05-28,"1,548.70","1,573.60","1,583.50","1,545.70",259.05K,-1.29%,228.713
2012-05-25,"1,568.90","1,557.60","1,573.70","1,550.70",157.34K,0.73%,228.713
2012-05-24,"1,557.50","1,560.80","1,577.70","1,551.00",197.53K,0.59%,228.713
2012-05-23,"1,548.40","1,567.40","1,568.50","1,532.80",259.19K,-1.79%,228.713
2012-05-22,"1,576.60","1,593.00","1,594.40","1,561.00",175.86K,-0.76%,228.713
2012-05-21,"1,588.70","1,590.20","1,599.00","1,584.50",140.54K,-0.20%,228.713
2012-05-18,"1,591.90","1,574.50","1,597.50","1,567.80",176.04K,1.08%,228.713
2012-05-17,"1,574.90","1,538.60","1,579.80","1,538.40",211.54K,2.49%,228.713
2012-05-16,"1,536.60","1,544.90","1,552.20","1,526.70",252.56K,-1.32%,228.713
2012-05-15,"1,557.10","1,557.20","1,564.40","1,541.20",159.33K,-0.25%,228.713
2012-05-14,"1,561.00","1,585.50","1,585.80","1,555.00",162.29K,-1.45%,228.713
2012-05-11,"1,584.00","1,593.50","1,595.20","1,572.00",151.01K,-0.72%,228.713
2012-05-10,"1,595.50","1,589.70","1,602.20","1,585.00",138.24K,0.08%,228.713
2012-05-09,"1,594.20","1,605.90","1,607.00","1,578.50",210.61K,-0.64%,228.713
2012-05-08,"1,604.50","1,638.90","1,639.50","1,595.50",218.71K,-2.11%,228.713
2012-05-07,"1,639.10","1,643.30","1,644.00","1,632.20",91.45K,-0.37%,228.713
2012-05-04,"1,645.20","1,636.40","1,648.00","1,626.80",144.96K,0.64%,228.713
2012-05-03,"1,634.80","1,654.00","1,654.30","1,631.30",151.92K,-1.16%,228.713
2012-05-02,"1,654.00","1,663.00","1,663.90","1,646.00",129.80K,-0.51%,228.713
2012-05-01,"1,662.40","1,666.10","1,672.30","1,657.50",105.17K,-0.11%,228.713
2012-04-30,"1,664.20","1,663.00","1,667.00","1,645.10",115.41K,-0.04%,229.187
2012-04-27,"1,664.80","1,657.30","1,668.40","1,651.10",97.63K,0.26%,229.187
2012-04-26,"1,660.50","1,644.50","1,662.00","1,642.50",130.31K,1.11%,229.187
2012-04-25,"1,642.30","1,642.20","1,647.60","1,625.00",166.07K,-0.09%,229.187
2012-04-24,"1,643.80","1,639.60","1,650.10","1,634.60",107.79K,0.69%,229.187
2012-04-23,"1,632.60","1,642.80","1,644.20","1,623.60",125.01K,-0.62%,229.187
2012-04-20,"1,642.80","1,643.20","1,648.20","1,638.60",87.03K,0.09%,229.187
2012-04-19,"1,641.40","1,643.00","1,654.90","1,631.20",161.30K,0.11%,229.187
2012-04-18,"1,639.60","1,650.80","1,655.20","1,638.10",106.99K,-0.70%,229.187
2012-04-17,"1,651.10","1,653.70","1,658.40","1,635.20",142.00K,0.08%,229.187
2012-04-16,"1,649.70","1,658.70","1,659.60","1,642.00",114.47K,-0.63%,229.187
2012-04-13,"1,660.20","1,676.60","1,679.20","1,649.70",127.47K,-1.21%,229.187
2012-04-12,"1,680.60","1,660.30","1,681.30","1,651.00",141.53K,1.22%,229.187
2012-04-11,"1,660.30","1,660.70","1,663.90","1,653.50",102.79K,-0.02%,229.187
2012-04-10,"1,660.70","1,643.00","1,664.80","1,632.50",177.50K,1.02%,229.187
2012-04-09,"1,643.90","1,641.00","1,649.90","1,636.70",83.34K,0.85%,229.187
2012-04-05,"1,630.10","1,622.00","1,634.80","1,620.70",128.05K,0.99%,229.187
2012-04-04,"1,614.10","1,645.80","1,649.50","1,613.00",201.94K,-3.46%,229.187
2012-04-03,"1,672.00","1,678.60","1,682.70","1,640.20",156.00K,-0.46%,229.187
2012-04-02,"1,679.70","1,671.50","1,685.40","1,664.40",110.02K,0.47%,229.187
2012-03-30,"1,671.90","1,663.20","1,672.70","1,661.20",111.16K,1.03%,228.807
2012-03-29,"1,654.90","1,664.60","1,666.90","1,646.70",163.88K,-0.18%,228.807
2012-03-28,"1,657.90","1,679.30","1,684.50","1,654.00",193.11K,-1.60%,228.807
2012-03-27,"1,684.90","1,690.20","1,696.90","1,678.60",175.34K,-0.04%,228.807
2012-03-26,"1,685.60","1,662.20","1,693.40","1,655.10",195.61K,1.40%,228.807
2012-03-23,"1,662.40","1,644.10","1,666.30","1,641.50",144.59K,1.21%,228.807
2012-03-22,"1,642.50","1,649.60","1,656.60","1,627.50",175.72K,-0.47%,228.807
2012-03-21,"1,650.30","1,650.80","1,661.90","1,646.30",139.65K,0.20%,228.807
2012-03-20,"1,647.00","1,664.60","1,664.90","1,641.20",154.43K,-1.22%,228.807
2012-03-19,"1,667.30","1,659.00","1,670.10","1,652.30",135.04K,0.69%,228.807
2012-03-16,"1,655.80","1,657.80","1,664.90","1,639.70",160.61K,-0.22%,228.807
2012-03-15,"1,659.50","1,643.20","1,667.40","1,636.20",180.72K,1.01%,228.807
2012-03-14,"1,642.90","1,675.20","1,682.80","1,634.70",279.27K,-3.03%,228.807
2012-03-13,"1,694.20","1,700.80","1,706.20","1,662.10",209.91K,-0.33%,228.807
2012-03-12,"1,699.80","1,715.00","1,717.40","1,692.50",152.10K,-0.68%,228.807
2012-03-09,"1,711.50","1,700.50","1,716.50","1,677.00",206.57K,0.75%,228.807
2012-03-08,"1,698.70","1,685.70","1,704.80","1,683.60",156.22K,0.88%,228.807
2012-03-07,"1,683.90","1,675.00","1,688.70","1,671.70",157.56K,0.71%,228.807
2012-03-06,"1,672.10","1,707.40","1,709.80","1,663.40",237.11K,-1.87%,228.807
2012-03-05,"1,703.90","1,712.40","1,718.00","1,694.40",158.94K,-0.35%,228.807
2012-03-02,"1,709.80","1,719.70","1,725.40","1,705.40",147.09K,-0.72%,228.807
2012-03-01,"1,722.20","1,695.60","1,727.30","1,695.10",239.50K,0.64%,228.807
2012-02-29,"1,711.30","1,786.20","1,792.30","1,688.40",343.49K,-4.31%,228.329
2012-02-28,"1,788.40","1,770.20","1,792.70","1,767.00",158.91K,0.76%,228.329
2012-02-27,"1,774.90","1,776.80","1,781.00","1,762.60",132.50K,-0.08%,228.329
2012-02-24,"1,776.40","1,782.00","1,784.40","1,771.30",139.75K,-0.55%,228.329
2012-02-23,"1,786.30","1,778.30","1,789.50","1,773.30",153.93K,0.85%,228.329
2012-02-22,"1,771.30","1,761.40","1,783.40","1,750.70",176.27K,0.73%,228.329
2012-02-20,"1,758.50","1,728.40","1,761.90","1,727.00",202.41K,1.89%,228.329
2012-02-17,"1,725.90","1,730.40","1,737.50","1,718.60",116.80K,-0.14%,228.329
2012-02-16,"1,728.40","1,730.10","1,731.60","1,706.70",166.95K,0.02%,228.329
2012-02-15,"1,728.10","1,723.00","1,739.20","1,720.30",140.86K,0.61%,228.329
2012-02-14,"1,717.70","1,724.00","1,729.90","1,713.80",148.11K,-0.42%,228.329
2012-02-13,"1,724.90","1,727.40","1,735.40","1,717.70",103.51K,-0.02%,228.329
2012-02-10,"1,725.30","1,731.10","1,737.20","1,706.40",178.13K,-0.91%,228.329
2012-02-09,"1,741.20","1,734.40","1,755.50","1,728.10",163.24K,0.57%,228.329
2012-02-08,"1,731.30","1,747.70","1,754.80","1,726.00",151.08K,-0.98%,228.329
2012-02-07,"1,748.40","1,722.50","1,752.60","1,712.60",161.62K,1.36%,228.329
2012-02-06,"1,724.90","1,731.00","1,740.90","1,714.00",137.27K,-0.88%,228.329
2012-02-03,"1,740.30","1,761.70","1,765.90","1,726.20",191.91K,-1.08%,228.329
2012-02-02,"1,759.30","1,747.30","1,764.00","1,743.30",142.03K,0.56%,228.329
2012-02-01,"1,749.50","1,739.80","1,754.00","1,735.40",124.54K,0.52%,228.329
2012-01-31,"1,740.40","1,734.40","1,750.60","1,727.00",157.88K,0.35%,227.842
2012-01-30,"1,734.40","1,739.60","1,742.80","1,718.80",133.37K,0.13%,227.842
2012-01-27,"1,732.20","1,720.70","1,739.80","1,714.20",175.02K,0.32%,227.842
2012-01-26,"1,726.70","1,710.90","1,731.50","1,703.00",226.66K,1.56%,227.842
2012-01-25,"1,700.10","1,666.50","1,713.20","1,649.20",240.48K,2.14%,227.842
2012-01-24,"1,664.50","1,677.10","1,680.00","1,661.00",137.34K,-0.82%,227.842
2012-01-23,"1,678.30","1,665.20","1,681.80","1,663.00",131.46K,0.86%,227.842
2012-01-20,"1,664.00","1,657.00","1,667.30","1,645.20",127.01K,0.57%,227.842
2012-01-19,"1,654.50","1,660.70","1,670.60","1,649.20",130.75K,-0.33%,227.842
2012-01-18,"1,659.90","1,651.50","1,662.90","1,642.10",157.22K,0.26%,227.842
2012-01-16,"1,655.60","1,635.80","1,668.00","1,631.90",193.66K,1.52%,227.842
2012-01-13,"1,630.80","1,649.80","1,650.70","1,625.70",177.53K,-1.03%,227.842
2012-01-12,"1,647.70","1,643.50","1,662.90","1,640.90",146.83K,0.49%,227.842
2012-01-11,"1,639.60","1,632.40","1,648.00","1,630.80",144.55K,0.50%,227.842
2012-01-10,"1,631.50","1,612.30","1,641.40","1,609.20",168.41K,1.46%,227.842
2012-01-09,"1,608.10","1,617.70","1,624.60","1,605.70",134.39K,-0.54%,227.842
2012-01-06,"1,616.80","1,622.40","1,632.30","1,609.00",155.21K,-0.20%,227.842
2012-01-05,"1,620.10","1,614.40","1,626.80","1,597.70",176.47K,0.46%,227.842
2012-01-04,"1,612.70","1,604.90","1,619.80","1,593.80",154.22K,0.76%,227.842
2012-01-03,"1,600.50","1,571.00","1,608.70","1,566.80",112.94K,2.15%,227.842
2011-12-30,"1,566.80","1,547.30","1,582.80","1,546.20",94.32K,1.68%,227.223
2011-12-29,"1,540.90","1,557.10","1,562.80","1,523.90",132.78K,-1.48%,227.223
2011-12-28,"1,564.10","1,593.90","1,595.00","1,550.90",114.26K,-1.97%,227.223
2011-12-27,"1,595.50","1,609.20","1,609.20","1,591.10",46.35K,-0.65%,227.223
2011-12-23,"1,606.00","1,607.80","1,615.60","1,604.00",40.68K,-0.29%,227.223
2011-12-22,"1,610.60","1,617.10","1,618.60","1,599.10",96.55K,-0.19%,227.223
2011-12-21,"1,613.60","1,617.20","1,643.70","1,607.70",125.15K,-0.25%,227.223
2011-12-20,"1,617.60","1,595.50","1,620.80","1,594.10",101.15K,1.31%,227.223
2011-12-19,"1,596.70","1,603.50","1,611.50","1,585.50",121.28K,-0.08%,227.223
2011-12-16,"1,597.90","1,573.30","1,603.50","1,572.10",137.43K,1.31%,227.223
2011-12-15,"1,577.20","1,580.00","1,596.50","1,562.50",189.92K,-0.61%,227.223
2011-12-14,"1,586.90","1,631.60","1,645.80","1,565.70",283.56K,-4.58%,227.223
2011-12-13,"1,663.10","1,668.00","1,681.70","1,625.50",182.89K,-0.31%,227.223
2011-12-12,"1,668.20","1,716.80","1,718.60","1,660.30",165.10K,-2.83%,227.223
2011-12-09,"1,716.80","1,708.90","1,727.90","1,704.90",105.58K,0.20%,227.223
2011-12-08,"1,713.40","1,746.80","1,760.50","1,707.80",173.37K,-1.80%,227.223
2011-12-07,"1,744.80","1,733.00","1,747.00","1,723.60",105.73K,0.75%,227.223
2011-12-06,"1,731.80","1,727.20","1,736.90","1,705.70",133.43K,-0.16%,227.223
2011-12-05,"1,734.50","1,751.00","1,758.80","1,721.10",117.52K,-0.96%,227.223
2011-12-02,"1,751.30","1,748.50","1,767.10","1,741.70",107.01K,0.66%,227.223
2011-12-01,"1,739.80","1,752.50","1,758.00","1,737.20",113.56K,-0.60%,227.223
2011-11-30,"1,750.30","1,722.70","1,754.70","1,704.30",187.24K,1.83%,227.169
2011-11-29,"1,718.90","1,715.30","1,724.10","1,707.20",158.26K,0.47%,227.169
2011-11-28,"1,710.80","1,685.40","1,722.40","1,684.00",175.53K,1.49%,227.169
2011-11-24,"1,685.70","1,693.40","1,702.70","1,672.60",139.44K,-0.60%,227.169
